track_name,seg,mix_silence,drums_silence,bass_silence,vocals_silence,other_silence
The Districts - Vermont,0,False,False,False,False,False
The Districts - Vermont,66150,False,False,False,False,False
The Districts - Vermont,132300,False,False,False,False,False
The Districts - Vermont,198450,False,False,False,False,False
The Districts - Vermont,264600,False,False,False,False,False
The Districts - Vermont,330750,False,False,False,False,False
The Districts - Vermont,396900,False,False,False,False,False
The Districts - Vermont,463050,False,False,False,False,False
The Districts - Vermont,529200,False,False,False,False,False
The Districts - Vermont,595350,False,False,False,False,False
The Districts - Vermont,661500,False,False,False,False,False
The Districts - Vermont,727650,False,False,False,False,False
The Districts - Vermont,793800,False,False,False,False,False
The Districts - Vermont,859950,False,False,False,False,False
The Districts - Vermont,926100,False,False,False,False,False
The Districts - Vermont,992250,False,False,False,False,False
The Districts - Vermont,1058400,False,False,False,False,False
The Districts - Vermont,1124550,False,False,False,False,False
The Districts - Vermont,1190700,False,False,False,False,False
The Districts - Vermont,1256850,False,False,False,False,False
The Districts - Vermont,1323000,False,False,False,False,False
The Districts - Vermont,1389150,False,False,False,False,False
The Districts - Vermont,1455300,False,False,False,False,False
The Districts - Vermont,1521450,False,False,False,False,False
The Districts - Vermont,1587600,False,False,False,False,False
The Districts - Vermont,1653750,False,False,False,False,False
The Districts - Vermont,1719900,False,False,False,False,False
The Districts - Vermont,1786050,False,False,False,False,False
The Districts - Vermont,1852200,False,False,False,False,False
The Districts - Vermont,1918350,False,False,False,False,False
The Districts - Vermont,1984500,False,False,False,False,False
The Districts - Vermont,2050650,False,False,False,False,False
The Districts - Vermont,2116800,False,False,False,False,False
The Districts - Vermont,2182950,False,False,False,False,False
The Districts - Vermont,2249100,False,False,False,False,False
The Districts - Vermont,2315250,False,False,False,False,False
The Districts - Vermont,2381400,False,False,False,False,False
The Districts - Vermont,2447550,False,False,False,False,False
The Districts - Vermont,2513700,False,False,False,False,False
The Districts - Vermont,2579850,False,False,False,False,False
The Districts - Vermont,2646000,False,False,False,False,False
The Districts - Vermont,2712150,False,False,False,False,False
The Districts - Vermont,2778300,False,False,False,False,False
The Districts - Vermont,2844450,False,False,False,False,False
