track_name,seg,mix_silence,drums_silence,bass_silence,guitar_silence,piano_silence,residuals_silence
Track00001,1,False,False,False,False,False,False
Track00001,2,False,False,False,False,False,False
Track00001,3,False,False,False,False,False,False
Track00001,4,False,False,False,False,False,False
Track00001,5,False,False,False,False,False,False
Track00001,6,False,False,False,False,False,False
Track00001,7,False,False,False,False,False,False
Track00001,8,False,False,False,False,False,False
Track00001,9,False,False,False,False,False,False
Track00001,10,False,False,False,False,False,False
Track00001,11,False,False,False,False,False,False
Track00001,12,False,False,False,False,False,False
Track00001,13,False,False,False,False,False,False
Track00001,14,False,False,False,False,False,False
Track00001,15,False,False,False,False,False,False
Track00001,16,False,False,False,False,False,False
Track00001,17,False,False,False,False,False,False
Track00001,18,False,False,False,False,False,False
Track00001,19,False,False,False,False,False,False
Track00001,20,False,False,False,False,False,False
Track00001,21,False,False,False,False,False,False
Track00001,22,False,False,False,False,False,False
Track00001,23,False,False,False,False,False,False
Track00001,24,False,False,False,False,False,False
Track00002,1,False,False,False,False,True,False
Track00002,2,False,False,False,False,True,False
Track00002,3,False,False,False,False,False,False
Track00002,4,False,False,False,True,False,False
Track00002,5,False,False,False,False,False,False
Track00002,6,False,False,False,False,False,False
Track00002,7,False,False,False,False,False,False
Track00002,8,False,False,False,False,False,False
Track00002,9,False,False,False,False,False,False
Track00002,10,False,False,False,True,False,False
Track00002,11,False,False,False,False,False,False
Track00002,12,False,False,False,False,False,False
Track00002,13,False,False,False,False,False,False
Track00002,14,False,False,False,False,False,False
Track00002,15,False,False,False,False,False,False
Track00002,16,False,False,False,False,False,False
Track00002,17,False,False,False,False,False,False
Track00002,18,False,False,False,False,False,False
Track00002,19,False,False,False,False,False,False
Track00003,1,False,False,False,False,False,True
Track00003,2,False,False,False,False,False,True
Track00003,3,False,False,False,False,False,True
Track00003,4,False,False,False,False,False,True
Track00003,5,False,False,False,False,False,True
Track00003,6,False,False,False,False,False,True
Track00003,7,False,False,False,False,False,True
Track00003,8,False,False,False,False,False,True
Track00003,9,False,False,False,False,False,True
Track00003,10,False,False,False,False,False,True
Track00003,11,False,False,False,False,False,True
Track00003,12,False,False,False,False,False,True
Track00003,13,False,False,False,False,False,True
Track00003,14,False,False,False,False,False,True
Track00003,15,False,False,False,False,False,True
Track00003,16,False,False,False,False,False,True
Track00003,17,False,False,False,False,False,True
Track00003,18,False,False,False,False,False,True
Track00003,19,False,False,False,False,False,True
Track00003,20,False,False,False,False,False,True
Track00003,21,False,False,False,False,False,True
Track00004,1,False,False,True,True,True,False
Track00004,2,False,False,False,True,True,False
Track00004,3,False,False,False,True,True,False
Track00004,4,False,False,False,False,True,False
Track00004,5,False,False,False,False,False,False
Track00004,6,False,False,False,True,False,False
Track00004,7,False,False,False,True,False,False
Track00004,8,False,False,False,False,False,False
Track00004,9,False,False,False,False,False,False
Track00004,10,False,False,False,False,False,False
Track00004,11,False,False,False,False,False,False
Track00004,12,False,False,False,True,False,False
Track00004,13,False,False,False,True,False,False
Track00004,14,False,False,False,False,False,False
Track00004,15,False,False,False,False,False,False
Track00004,16,False,False,False,False,False,False
Track00004,17,False,False,False,True,False,False
Track00004,18,False,False,False,True,False,False
Track00004,19,False,False,False,True,False,False
Track00004,20,False,False,False,False,False,False
Track00004,21,False,False,False,False,False,False
Track00004,22,False,False,False,False,False,False
Track00004,23,False,False,False,False,False,False
Track00005,1,False,False,False,False,False,False
Track00005,2,False,False,False,False,False,False
Track00005,3,False,False,False,False,False,False
Track00005,4,False,False,False,False,False,False
Track00005,5,False,False,False,False,False,False
Track00005,6,False,False,False,False,False,False
Track00005,7,False,False,False,False,False,False
Track00005,8,False,False,False,False,False,False
Track00005,9,False,False,False,False,False,False
Track00005,10,False,False,False,False,False,False
Track00005,11,False,False,False,False,False,False
Track00005,12,False,False,False,False,False,False
Track00005,13,False,False,False,False,False,False
Track00005,14,False,False,False,False,False,False
Track00005,15,False,False,False,False,False,False
Track00005,16,False,False,False,False,False,False
Track00005,17,False,False,False,False,False,False
Track00005,18,False,False,False,False,False,False
Track00005,19,False,False,False,False,False,False
Track00005,20,False,False,False,False,False,False
Track00005,21,False,False,False,False,False,False
Track00005,22,False,False,False,False,False,False
Track00005,23,False,False,False,False,False,False
Track00005,24,False,False,False,False,False,False
Track00006,1,False,True,True,True,True,False
Track00006,2,False,False,False,False,False,False
Track00006,3,False,False,False,False,False,False
Track00006,4,False,False,False,False,False,False
Track00006,5,False,False,False,False,False,False
Track00006,6,False,False,False,False,False,False
Track00006,7,False,False,False,False,False,False
Track00006,8,False,False,False,False,False,False
Track00006,9,False,False,False,False,False,False
Track00006,10,False,False,False,False,False,False
Track00006,11,False,False,False,True,False,False
Track00006,12,False,False,False,True,False,False
Track00006,13,False,False,False,False,False,False
Track00006,14,False,False,False,False,False,False
Track00006,15,False,False,False,False,False,False
Track00006,16,False,False,False,False,False,False
Track00006,17,False,False,False,True,False,False
Track00006,18,False,False,False,False,False,False
Track00006,19,False,False,False,False,False,False
Track00006,20,False,False,False,False,False,False
Track00006,21,False,False,False,False,False,False
