1041, 1041, 1041, 1041, 221; 1236, 1236, 1236, 1236, 221; 1041, 1041, 1041, 1041, 548; 127, 127, 127, 127, 141; 89, 89, 89, 89, 143; 129, 129, 129, 129, 232; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 4
76, 76, 76, 76, 834; 214, 214, 214, 214, 834; 76, 76, 76, 76, 891; 32, 32, 32, 32, 168; 117, 117, 117, 117, 170; 34, 34, 34, 34, 41; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 4
1196, 1196, 1196, 1196, 803; 944, 944, 944, 944, 803; 1196, 1196, 1196, 1196, 1229; 116, 116, 116, 116, 65; 103, 103, 103, 103, 67; 118, 118, 118, 118, 112; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 4
503, 503, 503, 503, 1243; 171, 171, 171, 171, 1243; 503, 503, 503, 503, 267; 80, 80, 80, 80, 129; 60, 60, 60, 60, 131; 82, 82, 82, 82, 58; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 4
108, 108, 108, 108, 1105; 1259, 1259, 1259, 1259, 1105; 108, 108, 108, 108, 1375; 92, 92, 92, 92, 11; 20, 20, 20, 20, 13; 99, 99, 99, 99, 172; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 4
503, 503, 503, 503, 977; 267, 267, 267, 267, 977; 503, 503, 503, 503, 913; 148, 148, 148, 148, 7; 154, 154, 154, 154, 10; 150, 150, 150, 150, 100; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 4
950, 950, 950, 950, 131; 168, 168, 168, 168, 131; 950, 950, 950, 950, 538; 59, 59, 59, 59, 18; 149, 149, 149, 149, 21; 61, 61, 61, 61, 29; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 4
694, 694, 694, 694, 390; 205, 205, 205, 205, 390; 694, 694, 694, 694, 696; 38, 38, 38, 38, 75; 113, 113, 113, 113, 77; 40, 40, 40, 40, 29; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 4
1053, 1053, 1053, 1053, 705; 702, 702, 702, 702, 705; 1053, 1053, 1053, 1053, 759; 115, 115, 115, 115, 130; 89, 89, 89, 89, 132; 117, 117, 117, 117, 35; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 4
323, 323, 323, 323, 828; 257, 257, 257, 257, 828; 323, 323, 323, 323, 373; 152, 152, 152, 152, 99; 163, 163, 163, 163, 132; 154, 154, 154, 154, 115; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 4
850, 850, 850, 850, 1050; 953, 953, 953, 953, 1050; 850, 850, 850, 850, 477; 121, 121, 121, 121, 64; 91, 91, 91, 91, 66; 123, 123, 123, 123, 109; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 4
399, 399, 399, 399, 303; 596, 596, 596, 596, 303; 399, 399, 399, 399, 129; 57, 57, 57, 57, 161; 51, 51, 51, 51, 163; 59, 59, 59, 59, 68; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 4
1114, 1114, 1114, 1114, 290; 5, 5, 5, 5, 290; 1114, 1114, 1114, 1114, 369; 109, 109, 109, 109, 173; 145, 145, 145, 145, 175; 111, 111, 111, 111, 68; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 4
309, 309, 309, 309, 157; 384, 384, 384, 384, 157; 309, 309, 309, 309, 556; 86, 86, 86, 86, 23; 136, 136, 136, 136, 25; 88, 88, 88, 88, 31; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 4
357, 357, 357, 357, 963; 577, 577, 577, 577, 963; 357, 357, 357, 357, 1356; 218, 218, 218, 218, 162; 60, 60, 60, 60, 164; 216, 216, 216, 216, 46; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 4
761, 761, 761, 761, 335; 262, 262, 262, 262, 335; 761, 761, 761, 761, 352; 94, 94, 94, 94, 76; 21, 21, 21, 21, 78; 96, 96, 96, 96, 86; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 4
584, 584, 584, 584, 672; 1280, 1280, 1280, 1280, 672; 584, 584, 584, 584, 220; 72, 72, 72, 72, 70; 86, 86, 86, 86, 72; 74, 74, 74, 74, 45; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 4
828, 828, 828, 828, 293; 257, 257, 257, 257, 293; 828, 828, 828, 828, 854; 91, 91, 91, 91, 53; 162, 162, 162, 162, 55; 93, 93, 93, 93, 197; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 4
1343, 1343, 1343, 1343, 78; 863, 863, 863, 863, 78; 1343, 1343, 1343, 1343, 1302; 53, 53, 53, 53, 70; 73, 73, 73, 73, 72; 55, 55, 55, 55, 34; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 4
125, 125, 125, 125, 1153; 357, 357, 357, 357, 1153; 125, 125, 125, 125, 202; 70, 70, 70, 70, 88; 214, 214, 214, 214, 90; 74, 74, 74, 74, 15; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 4
716, 716, 716, 716, 760; 923, 923, 923, 923, 760; 716, 716, 716, 716, 202; 144, 144, 144, 144, 114; 30, 30, 30, 30, 116; 146, 146, 146, 146, 17; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 4
740, 740, 740, 740, 166; 526, 526, 526, 526, 166; 740, 740, 740, 740, 198; 143, 143, 143, 143, 126; 173, 173, 173, 173, 124; 145, 145, 145, 145, 44; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 4
1376, 1376, 1376, 1376, 519; 1106, 1106, 1106, 1106, 519; 1376, 1376, 1376, 1376, 281; 125, 125, 125, 125, 59; 60, 60, 60, 60, 67; 127, 127, 127, 127, 98; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 4
628, 628, 628, 628, 651; 791, 791, 791, 791, 651; 628, 628, 628, 628, 106; 22, 22, 22, 22, 103; 97, 97, 97, 97, 105; 24, 24, 24, 24, 26; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 4
984, 984, 984, 984, 770; 651, 651, 651, 651, 770; 984, 984, 984, 984, 664; 188, 188, 188, 188, 20; 170, 170, 170, 170, 73; 194, 194, 194, 194, 53; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 4
282, 282, 282, 282, 2; 108, 108, 108, 108, 2; 282, 282, 282, 282, 1029; 159, 159, 159, 159, 83; 34, 34, 34, 34, 85; 161, 161, 161, 161, 144; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 4
533, 533, 533, 533, 1157; 553, 553, 553, 553, 1157; 533, 533, 533, 533, 33; 48, 48, 48, 48, 120; 54, 54, 54, 54, 122; 50, 50, 50, 50, 130; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 4
1309, 1309, 1309, 1309, 626; 497, 497, 497, 497, 626; 1309, 1309, 1309, 1309, 836; 116, 116, 116, 116, 120; 109, 109, 109, 109, 122; 114, 114, 114, 114, 120; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 4
76, 76, 76, 76, 1232; 736, 736, 736, 736, 1232; 76, 76, 76, 76, 126; 56, 56, 56, 56, 119; 72, 72, 72, 72, 121; 58, 58, 58, 58, 89; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 4
709, 709, 709, 709, 619; 522, 522, 522, 522, 619; 709, 709, 709, 709, 22; 89, 89, 89, 89, 103; 49, 49, 49, 49, 105; 91, 91, 91, 91, 22; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 4
737, 737, 737, 737, 179; 761, 761, 761, 761, 179; 737, 737, 737, 737, 936; 95, 95, 95, 95, 66; 113, 113, 113, 113, 68; 97, 97, 97, 97, 158; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 4
1, 1, 1, 1, 235; 155, 155, 155, 155, 235; 1, 1, 1, 1, 826; 91, 91, 91, 91, 117; 52, 52, 52, 52, 119; 93, 93, 93, 93, 113; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 4
625, 625, 625, 625, 108; 1258, 1258, 1258, 1258, 108; 625, 625, 625, 625, 92; 50, 50, 50, 50, 82; 34, 34, 34, 34, 84; 81, 81, 81, 81, 103; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 4
583, 583, 583, 583, 634; 909, 909, 909, 909, 634; 583, 583, 583, 583, 31; 86, 86, 86, 86, 145; 64, 64, 64, 64, 147; 88, 88, 88, 88, 56; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 4
1185, 1185, 1185, 1185, 114; 781, 781, 781, 781, 114; 1185, 1185, 1185, 1185, 1293; 112, 112, 112, 112, 69; 164, 164, 164, 164, 71; 114, 114, 114, 114, 143; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 4
533, 533, 533, 533, 239; 253, 253, 253, 253, 239; 533, 533, 533, 533, 306; 36, 36, 36, 36, 63; 66, 66, 66, 66, 87; 38, 38, 38, 38, 89; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 4
978, 978, 978, 978, 507; 63, 63, 63, 63, 507; 978, 978, 978, 978, 1108; 79, 79, 79, 79, 69; 77, 77, 77, 77, 71; 81, 81, 81, 81, 73; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 4
157, 157, 157, 157, 124; 341, 341, 341, 341, 124; 157, 157, 157, 157, 12; 61, 61, 61, 61, 80; 99, 99, 99, 99, 82; 63, 63, 63, 63, 63; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 4
532, 532, 532, 532, 1297; 1331, 1331, 1331, 1331, 1297; 532, 532, 532, 532, 396; 28, 28, 28, 28, 88; 114, 114, 114, 114, 90; 30, 30, 30, 30, 60; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 4
91, 91, 91, 91, 454; 694, 694, 694, 694, 454; 91, 91, 91, 91, 857; 97, 97, 97, 97, 98; 98, 98, 98, 98, 100; 99, 99, 99, 99, 93; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 4
