-1, 965, 587, -1, 965; -1, 67, 587, -1, 67; -1, 965, 605, -1, 965; -1, 175, 186, -1, 175; -1, 32, 188, -1, 32; -1, 181, 44, -1, 181; 0, 1, 1, 0, 1; 0, 1, 1, 0, 1; 0, 1, 1, 0, 1; 2
-1, 965, 587, -1, 965; -1, 965, 605, -1, 965; -1, 67, 587, -1, 67; -1, 175, 186, -1, 175; -1, 181, 44, -1, 181; -1, 32, 188, -1, 32; 0, 1, 1, 0, 1; 0, 1, 1, 0, 1; 0, 1, 1, 0, 1; 1
637, 637, -1, 485, -1; 183, 183, -1, 485, -1; 637, 637, -1, 223, -1; 106, 106, -1, 14, -1; 60, 60, -1, 16, -1; 122, 122, -1, 63, -1; 1, 1, 0, 1, 0; 1, 1, 0, 1, 0; 1, 1, 0, 1, 0; 3
637, 637, -1, 485, -1; 637, 637, -1, 223, -1; 183, 183, -1, 485, -1; 106, 106, -1, 14, -1; 122, 122, -1, 63, -1; 60, 60, -1, 16, -1; 1, 1, 0, 1, 0; 1, 1, 0, 1, 0; 1, 1, 0, 1, 0; 0
-1, 145, -1, 1114, -1; -1, 145, -1, 125, -1; -1, 1356, -1, 1114, -1; -1, 151, -1, 86, -1; -1, 153, -1, 73, -1; -1, 64, -1, 88, -1; 0, 1, 0, 1, 0; 0, 1, 0, 1, 0; 0, 1, 0, 1, 0; 1
-1, 145, -1, 1114, -1; -1, 1356, -1, 1114, -1; -1, 145, -1, 125, -1; -1, 151, -1, 86, -1; -1, 64, -1, 88, -1; -1, 153, -1, 73, -1; 0, 1, 0, 1, 0; 0, 1, 0, 1, 0; 0, 1, 0, 1, 0; 3
559, -1, 559, 559, 1185; 1324, -1, 1324, 1324, 1185; 559, -1, 559, 559, 597; 187, -1, 187, 187, 110; 42, -1, 42, 42, 112; 189, -1, 189, 189, 34; 1, 0, 1, 1, 1; 1, 0, 1, 1, 1; 1, 0, 1, 1, 1; 4
559, -1, 559, 559, 1185; 559, -1, 559, 559, 597; 1324, -1, 1324, 1324, 1185; 187, -1, 187, 187, 110; 189, -1, 189, 189, 34; 42, -1, 42, 42, 112; 1, 0, 1, 1, 1; 1, 0, 1, 1, 1; 1, 0, 1, 1, 1; 2
-1, -1, 328, 1287, -1; -1, -1, 360, 1287, -1; -1, -1, 328, 22, -1; -1, -1, 94, 120, -1; -1, -1, 86, 122, -1; -1, -1, 99, 28, -1; 0, 0, 1, 1, 0; 0, 0, 1, 1, 0; 0, 0, 1, 1, 0; 3
-1, -1, 328, 1287, -1; -1, -1, 328, 22, -1; -1, -1, 360, 1287, -1; -1, -1, 94, 120, -1; -1, -1, 99, 28, -1; -1, -1, 86, 122, -1; 0, 0, 1, 1, 0; 0, 0, 1, 1, 0; 0, 0, 1, 1, 0; 2
