224, 26, 224, 224, 224; 1181, 26, 1181, 1181, 1181; 224, 382, 224, 224, 224; 115, 56, 115, 115, 115; 35, 58, 35, 35, 35; 117, 74, 117, 117, 117; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1
789, 1229, 789, 789, 789; 50, 1229, 50, 50, 50; 789, 993, 789, 789, 789; 52, 83, 52, 52, 52; 86, 88, 86, 86, 86; 54, 77, 54, 54, 54; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1
271, 260, 271, 271, 271; 29, 260, 29, 29, 29; 271, 393, 271, 271, 271; 160, 40, 160, 160, 160; 66, 48, 66, 66, 66; 162, 43, 162, 162, 162; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1
780, 1201, 780, 780, 780; 1301, 1201, 1301, 1301, 1301; 780, 1255, 780, 780, 780; 129, 124, 129, 129, 129; 164, 126, 164, 164, 164; 131, 147, 131, 131, 131; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1
243, 463, 243, 243, 243; 1293, 463, 1293, 1293, 1293; 243, 1211, 243, 243, 243; 17, 12, 17, 17, 17; 56, 16, 56, 56, 56; 90, 43, 90, 90, 90; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1
379, 1057, 379, 379, 379; 946, 1057, 946, 946, 946; 379, 1194, 379, 379, 379; 51, 98, 51, 51, 51; 88, 100, 88, 88, 88; 53, 50, 53, 53, 53; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1
1247, 1253, 1247, 1247, 1247; 378, 1253, 378, 378, 378; 1247, 1059, 1247, 1247, 1247; 67, 36, 67, 67, 67; 134, 38, 134, 134, 134; 73, 154, 73, 73, 73; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1
432, 657, 432, 432, 432; 710, 657, 710, 710, 710; 432, 321, 432, 432, 432; 29, 106, 29, 29, 29; 102, 108, 102, 102, 102; 33, 90, 33, 33, 33; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1
868, 913, 868, 868, 868; 670, 913, 670, 670, 670; 868, 104, 868, 868, 868; 27, 21, 27, 27, 27; 146, 23, 146, 146, 146; 29, 48, 29, 29, 29; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1
1245, 373, 1245, 1245, 1245; 173, 373, 173, 173, 173; 1245, 604, 1245, 1245, 1245; 15, 33, 15, 15, 15; 51, 49, 51, 51, 51; 17, 17, 17, 17, 17; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1, 1, 1, 1, 1; 1
