-1, -1, -1, 1076, -1; -1, -1, -1, 1076, -1; -1, -1, -1, 1194, -1; -1, -1, -1, 25, -1; -1, -1, -1, 27, -1; -1, -1, -1, 40, -1; 0, 0, 0, 1, 0; 0, 0, 0, 1, 0; 0, 0, 0, 1, 0; 3
-1, 352, 798, 352, -1; -1, 1060, 798, 1060, -1; -1, 352, 265, 352, -1; -1, 106, 74, 106, -1; -1, 32, 77, 32, -1; -1, 108, 37, 108, -1; 0, 1, 1, 1, 0; 0, 1, 1, 1, 0; 0, 1, 1, 1, 0; 2
-1, 352, 798, 352, -1; -1, 352, 265, 352, -1; -1, 1060, 798, 1060, -1; -1, 106, 74, 106, -1; -1, 108, 37, 108, -1; -1, 32, 77, 32, -1; 0, 1, 1, 1, 0; 0, 1, 1, 1, 0; 0, 1, 1, 1, 0; 1
992, 372, -1, 372, 372; 992, 1118, -1, 1118, 1118; 1126, 372, -1, 372, 372; 69, 35, -1, 35, 35; 71, 79, -1, 79, 79; 90, 37, -1, 37, 37; 1, 1, 0, 1, 1; 1, 1, 0, 1, 1; 1, 1, 0, 1, 1; 0
992, 372, -1, 372, 372; 1126, 372, -1, 372, 372; 992, 1118, -1, 1118, 1118; 69, 35, -1, 35, 35; 90, 37, -1, 37, 37; 71, 79, -1, 79, 79; 1, 1, 0, 1, 1; 1, 1, 0, 1, 1; 1, 1, 0, 1, 1; 3
1288, -1, 1288, 324, -1; 261, -1, 261, 324, -1; 1288, -1, 1288, 637, -1; 35, -1, 35, 20, -1; 62, -1, 62, 22, -1; 37, -1, 37, 73, -1; 1, 0, 1, 1, 0; 1, 0, 1, 1, 0; 1, 0, 1, 1, 0; 3
1288, -1, 1288, 324, -1; 1288, -1, 1288, 637, -1; 261, -1, 261, 324, -1; 35, -1, 35, 20, -1; 37, -1, 37, 73, -1; 62, -1, 62, 22, -1; 1, 0, 1, 1, 0; 1, 0, 1, 1, 0; 1, 0, 1, 1, 0; 0
-1, -1, 772, 368, 772; -1, -1, 995, 368, 995; -1, -1, 772, 987, 772; -1, -1, 56, 88, 56; -1, -1, 18, 90, 18; -1, -1, 54, 22, 54; 0, 0, 1, 1, 1; 0, 0, 1, 1, 1; 0, 0, 1, 1, 1; 3
-1, -1, 772, 368, 772; -1, -1, 772, 987, 772; -1, -1, 995, 368, 995; -1, -1, 56, 88, 56; -1, -1, 54, 22, 54; -1, -1, 18, 90, 18; 0, 0, 1, 1, 1; 0, 0, 1, 1, 1; 0, 0, 1, 1, 1; 4
-1, 555, -1, 497, -1; -1, 1, -1, 497, -1; -1, 555, -1, 1055, -1; -1, 100, -1, 68, -1; -1, 5, -1, 134, -1; -1, 105, -1, 61, -1; 0, 1, 0, 1, 0; 0, 1, 0, 1, 0; 0, 1, 0, 1, 0; 3
-1, 555, -1, 497, -1; -1, 555, -1, 1055, -1; -1, 1, -1, 497, -1; -1, 100, -1, 68, -1; -1, 105, -1, 61, -1; -1, 5, -1, 134, -1; 0, 1, 0, 1, 0; 0, 1, 0, 1, 0; 0, 1, 0, 1, 0; 1
133, -1, -1, -1, 406; 133, -1, -1, -1, 844; 1050, -1, -1, -1, 406; 71, -1, -1, -1, 69; 73, -1, -1, -1, 20; 36, -1, -1, -1, 71; 1, 0, 0, 0, 1; 1, 0, 0, 0, 1; 1, 0, 0, 0, 1; 0
