track_name,seg,mix_silence,drums_silence,bass_silence,vocals_silence,other_silence
The Districts - Vermont,0,False,False,False,False,False
The Districts - Vermont,110250,False,False,False,False,False
The Districts - Vermont,220500,False,False,False,False,False
The Districts - Vermont,330750,False,False,False,False,False
The Districts - Vermont,441000,False,False,False,False,False
The Districts - Vermont,551250,False,False,False,False,False
The Districts - Vermont,661500,False,False,False,False,False
The Districts - Vermont,771750,False,False,False,False,False
The Districts - Vermont,882000,False,False,False,False,False
The Districts - Vermont,992250,False,False,False,False,False
The Districts - Vermont,1102500,False,False,False,False,False
The Districts - Vermont,1212750,False,False,False,False,False
The Districts - Vermont,1323000,False,False,False,False,False
The Districts - Vermont,1433250,False,False,False,False,False
The Districts - Vermont,1543500,False,False,False,False,False
The Districts - Vermont,1653750,False,False,False,False,False
The Districts - Vermont,1764000,False,False,False,False,False
The Districts - Vermont,1874250,False,False,False,False,False
The Districts - Vermont,1984500,False,False,False,False,False
The Districts - Vermont,2094750,False,False,False,False,False
The Districts - Vermont,2205000,False,False,False,False,False
The Districts - Vermont,2315250,False,False,False,False,False
The Districts - Vermont,2425500,False,False,False,False,False
The Districts - Vermont,2535750,False,False,False,False,False
The Districts - Vermont,2646000,False,False,False,False,False
The Districts - Vermont,2756250,False,False,False,False,False
The Districts - Vermont,2866500,False,False,False,False,False
The Districts - Vermont,2976750,False,False,False,False,False
The Districts - Vermont,3087000,False,False,False,False,False
The Districts - Vermont,3197250,False,False,False,False,False
The Districts - Vermont,3307500,False,False,False,False,False
The Districts - Vermont,3417750,False,False,False,False,False
The Districts - Vermont,3528000,False,False,False,False,False
The Districts - Vermont,3638250,False,False,False,False,False
The Districts - Vermont,3748500,False,False,False,False,False
The Districts - Vermont,3858750,False,False,False,False,False
The Districts - Vermont,3969000,False,False,False,False,False
The Districts - Vermont,4079250,False,False,False,False,False
The Districts - Vermont,4189500,False,False,False,False,False
The Districts - Vermont,4299750,False,False,False,False,False
The Districts - Vermont,4410000,False,False,False,False,False
The Districts - Vermont,4520250,False,False,False,False,False
The Districts - Vermont,4630500,False,False,False,False,False
The Districts - Vermont,4740750,False,False,False,False,False
The Districts - Vermont,4851000,False,False,False,False,False
The Districts - Vermont,4961250,False,False,False,False,False
The Districts - Vermont,5071500,False,False,False,False,False
The Districts - Vermont,5181750,False,False,False,False,False
The Districts - Vermont,5292000,False,False,False,False,False
The Districts - Vermont,5402250,False,False,False,False,False
The Districts - Vermont,5512500,False,False,False,False,False
The Districts - Vermont,5622750,False,False,False,False,False
The Districts - Vermont,5733000,False,False,False,False,False
The Districts - Vermont,5843250,False,False,False,False,False
