,track_id,seg_id
0,1876,1
1,1876,2
2,1876,3
3,1876,4
4,1876,8
5,1876,9
6,1876,10
7,1876,11
8,1876,12
9,1876,13
10,1876,15
11,1876,16
12,1876,17
13,1876,18
14,1876,20
15,1876,22
16,1877,4
17,1877,5
18,1877,6
19,1877,7
20,1877,8
21,1877,9
22,1877,10
23,1877,11
24,1877,12
25,1877,13
26,1877,14
27,1877,15
28,1877,16
29,1877,17
30,1877,19
31,1877,20
32,1877,21
33,1878,0
34,1878,1
35,1878,5
36,1878,6
37,1878,7
38,1878,8
39,1878,9
40,1878,10
41,1878,11
42,1878,12
43,1878,13
44,1878,14
45,1878,15
46,1878,16
47,1878,17
48,1878,18
49,1878,19
50,1878,20
51,1878,21
52,1878,22
53,1878,23
54,1878,24
55,1878,25
56,1878,26
57,1878,27
58,1879,3
59,1879,5
60,1879,6
61,1879,7
62,1879,8
63,1879,9
64,1879,10
65,1879,11
66,1879,12
67,1879,13
68,1879,14
69,1879,18
70,1879,19
71,1879,20
72,1879,21
73,1879,22
74,1879,23
75,1879,24
76,1880,1
77,1880,2
78,1880,6
79,1880,7
80,1880,8
81,1880,12
82,1880,13
83,1880,14
84,1880,15
85,1880,16
86,1880,17
87,1880,18
88,1880,19
89,1880,20
90,1880,21
91,1880,22
92,1880,23
93,1881,1
94,1881,2
95,1881,3
96,1881,4
97,1881,5
98,1881,6
99,1881,7
100,1881,8
101,1881,9
102,1881,10
103,1881,11
104,1881,12
105,1881,14
106,1881,15
107,1881,16
108,1881,17
109,1881,18
110,1881,19
111,1881,20
112,1881,21
113,1881,22
114,1881,24
115,1881,25
116,1881,26
117,1881,27
118,1881,28
119,1881,29
120,1881,30
121,1881,31
122,1881,32
123,1881,33
124,1881,34
125,1881,35
126,1881,36
127,1882,7
128,1882,8
129,1882,9
130,1882,10
131,1882,11
132,1882,17
133,1882,18
134,1882,19
135,1882,20
136,1882,21
137,1882,22
138,1882,23
139,1882,24
140,1882,25
141,1882,26
142,1882,27
143,1883,1
144,1883,2
145,1883,5
146,1883,6
147,1883,7
148,1883,8
149,1883,11
150,1883,12
151,1883,13
152,1883,14
153,1883,16
154,1883,17
155,1883,18
156,1883,19
157,1883,20
158,1883,21
159,1884,2
160,1884,8
161,1884,9
162,1884,10
163,1884,11
164,1884,12
165,1884,13
166,1884,15
167,1884,16
168,1884,17
169,1884,18
170,1884,19
171,1884,20
172,1884,21
173,1885,2
174,1885,3
175,1885,4
176,1885,5
177,1885,6
178,1885,7
179,1885,9
180,1885,10
181,1885,11
182,1885,12
183,1885,13
184,1885,14
185,1885,15
186,1885,17
187,1885,18
188,1885,19
189,1885,20
190,1885,21
191,1885,22
192,1885,23
193,1885,24
194,1885,25
195,1885,26
196,1885,27
197,1885,28
198,1885,29
199,1886,4
200,1886,5
201,1886,6
202,1886,7
203,1886,8
204,1886,9
205,1886,10
206,1886,11
207,1886,12
208,1886,13
