,track_id,seg_id
0,1,0
1,1,1
2,1,2
3,1,3
4,1,4
5,1,5
6,1,6
7,1,7
8,1,8
9,1,9
10,1,10
11,1,11
12,1,12
13,1,13
14,1,14
15,1,15
16,1,16
17,1,17
18,1,18
19,1,19
20,1,20
21,1,21
22,1,22
23,1,23
24,1,24
25,1,25
26,1,26
27,1,27
28,1,28
29,1,29
30,1,30
31,1,31
32,1,32
33,1,33
34,1,34
35,1,35
36,1,36
37,1,37
38,1,38
39,1,39
40,1,40
41,1,41
42,1,42
43,1,43
44,1,44
45,1,45
46,1,46
47,2,0
48,2,1
49,2,2
50,2,3
51,2,4
52,2,5
53,2,6
54,2,7
55,2,8
56,2,9
57,2,10
58,2,11
59,2,12
60,2,13
61,2,14
62,2,15
63,2,16
64,2,17
65,2,18
66,2,19
67,2,20
68,2,21
69,2,22
70,2,23
71,2,24
72,2,25
73,2,26
74,2,27
75,2,28
76,2,29
77,2,30
78,2,31
79,2,32
80,2,33
81,2,34
82,2,35
83,2,36
84,3,0
85,3,1
86,3,2
87,3,3
88,3,4
89,3,5
90,3,6
91,3,7
92,3,8
93,3,9
94,3,10
95,3,11
96,3,12
97,3,13
98,3,14
99,3,15
100,3,16
101,3,17
102,3,18
103,3,19
104,3,20
105,3,21
106,3,22
107,3,23
108,3,24
109,3,25
110,3,26
111,3,27
112,3,28
113,3,29
114,3,30
115,3,31
116,3,32
117,3,33
118,3,34
119,3,35
120,3,36
121,3,37
122,3,38
123,3,39
124,3,40
125,3,41
126,4,0
127,4,1
128,4,2
129,4,3
130,4,4
131,4,5
132,4,6
133,4,7
134,4,8
135,4,9
136,4,10
137,4,11
138,4,12
139,4,13
140,4,14
141,4,15
142,4,16
143,4,17
144,4,18
145,4,19
146,4,20
147,4,21
148,4,22
149,4,23
150,4,24
151,4,25
152,4,26
153,4,27
154,4,28
155,4,29
156,4,30
157,4,31
158,4,32
159,4,33
160,4,34
161,4,35
162,4,36
163,4,37
164,4,38
165,4,39
166,4,40
167,4,41
168,4,42
169,4,43
170,4,44
171,5,0
172,5,1
173,5,2
174,5,3
175,5,4
176,5,5
177,5,6
178,5,7
179,5,8
180,5,9
181,5,10
182,5,11
183,5,12
184,5,13
185,5,14
186,5,15
187,5,16
188,5,17
189,5,18
190,5,19
191,5,20
192,5,21
193,5,22
194,5,23
195,5,24
196,5,25
197,5,26
198,5,27
199,5,28
200,5,29
201,5,30
202,5,31
203,5,32
204,5,33
205,5,34
206,5,35
207,5,36
208,5,37
209,5,38
210,5,39
211,5,40
212,5,41
213,5,42
214,5,43
215,5,44
216,5,45
217,5,46
218,5,47
219,6,0
220,6,1
221,6,2
222,6,3
223,6,4
224,6,5
225,6,6
226,6,7
227,6,8
228,6,9
229,6,10
230,6,11
231,6,12
232,6,13
233,6,14
234,6,15
235,6,16
236,6,17
237,6,18
238,6,19
239,6,20
240,6,21
241,6,22
242,6,23
243,6,24
244,6,25
245,6,26
246,6,27
247,6,28
248,6,29
249,6,30
250,6,31
251,6,32
252,6,33
253,6,34
254,6,35
255,6,36
256,6,37
257,6,38
258,6,39
259,6,40
260,6,41
261,6,42
262,6,43
263,6,44
264,6,45
265,6,46
266,6,47
267,7,0
268,7,1
269,7,2
270,7,3
271,7,4
272,7,5
273,7,6
274,7,7
275,7,8
276,7,9
277,7,10
278,7,11
279,7,12
280,7,13
281,7,14
282,7,15
283,7,16
284,7,17
285,7,18
286,7,19
287,7,20
288,7,21
289,7,22
290,7,23
291,7,24
292,7,25
293,7,26
294,7,27
295,7,28
296,7,29
297,7,30
298,7,31
299,7,32
300,7,33
301,7,34
302,7,35
303,7,36
304,7,37
305,7,38
306,7,39
307,7,40
308,7,41
309,7,42
310,7,43
311,7,44
312,7,45
313,7,46
314,7,47
315,8,0
316,8,1
317,8,2
318,8,3
319,8,4
320,8,5
321,8,6
322,8,7
323,8,8
324,8,9
325,8,10
326,8,11
327,8,12
328,8,13
329,8,14
330,8,15
331,8,16
332,8,17
333,8,18
334,8,19
335,8,20
336,8,21
337,8,22
338,8,23
339,8,24
340,8,25
341,8,26
342,8,27
343,8,28
344,8,29
345,8,30
346,8,31
347,8,32
348,8,33
349,8,34
350,8,35
351,8,36
352,8,37
353,8,38
354,8,39
355,8,40
356,8,41
357,8,42
358,8,43
359,8,44
360,8,45
361,8,46
362,8,47
363,8,48
364,8,49
365,8,50
366,9,0
367,9,1
368,9,2
369,9,3
370,9,4
371,9,5
372,9,6
373,9,7
374,9,8
375,9,9
376,9,10
377,9,11
378,9,12
379,9,13
380,9,14
381,9,15
382,9,16
383,9,17
384,9,18
385,9,19
386,9,20
387,9,21
388,9,22
389,9,23
390,9,24
391,9,25
392,9,26
393,9,27
394,9,28
395,9,29
396,9,30
397,10,0
398,10,1
399,10,2
400,10,3
401,10,4
402,10,5
403,10,6
404,10,7
405,10,8
406,10,9
407,10,10
408,10,11
409,10,12
410,10,13
411,10,14
412,10,15
413,10,16
414,10,17
415,10,18
416,10,19
417,10,20
418,10,21
419,10,22
420,10,23
421,10,24
422,10,25
423,10,26
424,10,27
425,10,28
426,10,29
427,10,30
428,10,31
429,10,32
430,10,33
431,10,34
432,11,0
433,11,1
434,11,2
435,11,3
436,11,4
437,11,5
438,11,6
439,11,7
440,11,8
441,11,9
442,11,10
443,11,11
444,11,12
445,11,13
446,11,14
447,11,15
448,11,16
449,11,17
450,11,18
451,11,19
452,11,20
453,11,21
454,11,22
455,11,23
456,11,24
457,11,25
458,11,26
459,11,27
460,11,28
461,11,29
462,11,30
463,11,31
464,11,32
465,11,33
466,11,34
467,11,35
468,11,36
469,11,37
470,12,0
471,12,1
472,12,2
473,12,3
474,12,4
475,12,5
476,12,6
477,12,7
478,12,8
479,12,9
480,12,10
481,12,11
482,12,12
483,12,13
484,12,14
485,12,15
486,12,16
487,12,17
488,12,18
489,12,19
490,12,20
491,12,21
492,12,22
493,12,23
494,12,24
495,12,25
496,12,26
497,12,27
498,12,28
499,12,29
500,12,30
501,12,31
502,12,32
503,12,33
504,12,34
505,12,35
506,12,36
507,12,37
508,12,38
509,12,39
510,12,40
511,12,41
512,12,42
513,12,43
514,12,44
