,track_id,seg_id
0,1,1
1,1,2
2,1,3
3,1,4
4,1,5
5,1,6
6,1,7
7,1,8
8,1,9
9,1,10
10,1,11
11,1,12
12,1,13
13,1,14
14,1,15
15,1,16
16,1,17
17,1,21
18,1,22
19,1,23
20,1,24
21,1,25
22,1,28
23,1,30
24,1,31
25,1,36
26,1,37
27,1,38
28,1,39
29,1,40
30,1,41
31,1,44
32,1,45
33,1,46
34,1,47
35,1,48
36,1,49
37,1,52
38,1,54
39,1,55
40,1,56
41,1,57
42,1,58
43,1,59
44,1,60
45,1,61
46,1,62
47,1,63
48,1,64
49,1,65
50,1,66
51,1,67
52,1,70
53,1,71
54,1,72
55,1,73
56,1,74
57,1,75
58,1,76
59,1,77
60,1,78
61,1,79
62,1,80
63,1,81
64,1,82
65,1,85
66,1,86
67,1,87
68,1,88
69,1,89
70,1,90
71,1,91
72,1,92
73,1,93
74,1,94
75,1,95
76,1,96
77,1,97
78,1,98
79,1,100
80,1,101
81,1,102
82,1,103
83,1,104
84,1,105
85,1,106
86,1,109
87,1,110
88,1,111
89,1,112
90,1,113
91,1,117
92,1,118
93,1,119
94,1,120
95,1,121
96,1,122
97,1,124
98,1,125
99,1,126
100,1,127
101,1,128
102,1,129
103,1,130
104,1,131
105,1,132
106,1,133
107,1,134
108,1,135
109,1,136
110,1,137
111,1,138
112,1,139
113,1,140
114,1,141
115,1,142
116,1,145
117,1,146
118,1,147
119,1,150
120,1,151
121,1,152
122,1,154
123,1,155
124,2,28
125,2,29
126,2,30
127,2,31
128,2,32
129,2,33
130,2,34
131,2,35
132,2,36
133,2,37
134,2,38
135,2,39
136,2,40
137,2,41
138,2,42
139,2,43
140,2,44
141,2,45
142,2,46
143,2,47
144,2,48
145,2,49
146,2,50
147,2,51
148,2,71
149,2,72
150,2,73
151,2,74
152,2,75
153,2,76
154,2,77
155,2,78
156,2,79
157,2,80
158,2,81
159,2,82
160,2,83
161,2,84
162,2,85
163,2,86
164,2,87
165,2,88
166,2,89
167,2,90
168,2,91
169,2,92
170,2,93
171,2,94
172,2,95
173,2,96
174,2,101
175,2,102
176,2,103
177,2,104
178,2,105
179,2,106
180,2,107
181,2,108
182,2,109
183,2,110
184,2,111
185,2,112
186,2,113
187,2,114
188,2,115
189,2,116
190,2,117
191,2,118
192,2,119
193,2,120
194,2,121
195,4,29
196,4,30
197,4,47
198,4,72
199,4,90
200,4,98
201,4,99
202,4,100
203,4,101
204,4,102
205,4,128
206,4,129
207,4,130
208,4,131
209,4,132
210,4,133
211,4,134
212,4,135
213,4,136
214,4,137
215,4,138
