track_name,seg,mix_silence,drums_silence,bass_silence,vocals_silence,other_silence
The Districts - Vermont,1,False,False,False,False,False
The Districts - Vermont,2,False,False,False,False,False
The Districts - Vermont,3,False,False,False,False,False
The Districts - Vermont,4,False,False,False,False,False
The Districts - Vermont,5,False,False,False,False,False
The Districts - Vermont,6,False,False,False,False,False
The Districts - Vermont,7,False,False,False,False,False
The Districts - Vermont,8,False,False,False,False,False
The Districts - Vermont,9,False,False,False,False,False
The Districts - Vermont,10,False,False,False,False,False
The Districts - Vermont,11,False,False,False,False,False
The Districts - Vermont,12,False,False,False,False,False
The Districts - Vermont,13,False,False,False,False,False
The Districts - Vermont,14,False,False,False,False,False
The Districts - Vermont,15,False,False,False,False,False
The Districts - Vermont,16,False,False,False,False,False
The Districts - Vermont,17,False,False,False,False,False
The Districts - Vermont,18,False,False,False,False,False
The Districts - Vermont,19,False,False,False,False,False
The Districts - Vermont,20,False,False,False,False,False
The Districts - Vermont,21,False,False,False,False,False
The Districts - Vermont,22,False,False,False,False,False
The Districts - Vermont,23,False,False,False,False,False
The Districts - Vermont,24,False,False,False,False,False
The Districts - Vermont,25,False,False,False,False,False
The Districts - Vermont,26,False,False,False,False,False
The Districts - Vermont,27,False,False,False,False,False
The Districts - Vermont,28,False,False,False,False,False
The Districts - Vermont,29,False,False,False,False,False
The Districts - Vermont,30,False,False,False,False,False
The Districts - Vermont,31,False,False,False,False,False
The Districts - Vermont,32,False,False,False,False,False
The Districts - Vermont,33,False,False,False,False,False
The Districts - Vermont,34,False,False,False,False,False
The Districts - Vermont,35,False,False,False,False,False
The Districts - Vermont,36,False,False,False,False,False
The Districts - Vermont,37,False,False,False,False,False
The Districts - Vermont,38,False,False,False,False,False
The Districts - Vermont,39,False,False,False,False,False
The Districts - Vermont,40,False,False,False,False,False
The Districts - Vermont,41,False,False,False,False,False
The Districts - Vermont,42,False,False,False,False,False
The Districts - Vermont,43,False,False,False,False,False
The Districts - Vermont,44,False,False,False,False,False
