track_name,seg,mix_silence,drums_silence,bass_silence,vocals_silence,other_silence
The Districts - Vermont,1,False,False,False,False,False
The Districts - Vermont,2,False,False,False,False,False
The Districts - Vermont,3,False,False,False,False,False
The Districts - Vermont,4,False,False,False,False,False
The Districts - Vermont,5,False,False,False,False,False
The Districts - Vermont,6,False,False,False,False,False
The Districts - Vermont,7,False,False,False,False,False
The Districts - Vermont,8,False,False,False,False,False
The Districts - Vermont,9,False,False,False,False,False
The Districts - Vermont,10,False,False,False,False,False
The Districts - Vermont,11,False,False,False,False,False
The Districts - Vermont,12,False,False,False,False,False
The Districts - Vermont,13,False,False,False,False,False
The Districts - Vermont,14,False,False,False,False,False
The Districts - Vermont,15,False,False,False,False,False
The Districts - Vermont,16,False,False,False,False,False
The Districts - Vermont,17,False,False,False,False,False
The Districts - Vermont,18,False,False,False,False,False
The Districts - Vermont,19,False,False,False,False,False
The Districts - Vermont,20,False,False,False,False,False
The Districts - Vermont,21,False,False,False,False,False
The Districts - Vermont,22,False,False,False,False,False
BigTroubles - Phantom,1,False,False,False,False,False
BigTroubles - Phantom,2,False,False,False,False,False
BigTroubles - Phantom,3,False,False,False,False,False
BigTroubles - Phantom,4,False,False,False,False,False
BigTroubles - Phantom,5,False,False,False,False,False
BigTroubles - Phantom,6,False,False,False,False,False
BigTroubles - Phantom,7,False,False,False,False,False
BigTroubles - Phantom,8,False,False,False,False,False
BigTroubles - Phantom,9,False,False,False,False,False
BigTroubles - Phantom,10,False,False,False,False,False
BigTroubles - Phantom,11,False,False,False,False,False
BigTroubles - Phantom,12,False,False,False,False,False
BigTroubles - Phantom,13,False,False,False,False,False
BigTroubles - Phantom,14,False,False,False,False,False
Music Delta - Rockabilly,1,False,False,False,False,False
Music Delta - Rockabilly,2,False,False,False,False,False
Johnny Lokke - Promises & Lies,1,False,True,True,True,False
Johnny Lokke - Promises & Lies,2,False,False,False,False,False
Johnny Lokke - Promises & Lies,3,False,False,False,False,False
